team,state,nfl_year,players_from_state,from_desc
IND,Georgia,1986,2,birth
IND,Maryland,1986,2,birth
IND,Indiana,1986,1,birth
IND,Michigan,1986,1,birth
IND,South Carolina,1986,1,birth
IND,Colorado,1986,1,birth
IND,Missouri,1986,1,birth
IND,North Carolina,1986,1,birth
IND,Massachusetts,1986,2,birth
IND,New Jersey,1986,1,birth
IND,Virginia,1986,1,birth
IND,Ohio,1986,2,high_school
IND,Oklahoma,1986,2,high_school
IND,California,1986,9,high_school
IND,Illinois,1986,2,high_school
IND,Florida,1986,3,high_school
IND,Texas,1986,6,high_school
IND,Colorado,1986,1,high_school
IND,Mississippi,1986,3,high_school
IND,Minnesota,1986,1,high_school
IND,Utah,1986,1,high_school
IND,Washington,1986,1,high_school
IND,Wisconsin,1986,1,high_school
IND,Louisiana,1986,2,high_school
IND,Alabama,1986,1,high_school
IND,Georgia,1986,3,high_school
IND,Maryland,1986,2,high_school
IND,Indiana,1986,1,high_school
IND,Michigan,1986,1,high_school
IND,New York,1986,1,high_school
IND,South Carolina,1986,1,high_school
IND,Missouri,1986,1,high_school
IND,North Carolina,1986,1,high_school
IND,Massachusetts,1986,2,high_school
IND,New Jersey,1986,1,high_school
IND,Pennsylvania,1986,1,high_school
IND,Virginia,1986,1,high_school
IND,Missouri,1988,1,birth
IND,Kansas,1988,1,birth
IND,California,1988,6,birth
IND,Michigan,1988,3,birth
IND,Illinois,1988,2,birth
IND,New Jersey,1988,1,birth
IND,Texas,1988,4,birth
IND,Mississippi,1988,1,birth
IND,Ohio,1988,1,birth
IND,Louisiana,1988,4,birth
IND,Minnesota,1988,2,birth
IND,Washington,1988,1,birth
IND,Oregon,1988,1,birth
IND,Alabama,1988,6,birth
IND,Florida,1988,4,birth
IND,Pennsylvania,1988,1,birth
IND,Arizona,1988,1,birth
IND,Oklahoma,1988,1,birth
IND,New York,1988,1,birth
IND,Connecticut,1988,1,birth
IND,Colorado,1988,1,birth
IND,North Carolina,1988,1,birth
IND,Massachusetts,1988,1,birth
IND,Georgia,1988,1,birth
IND,Missouri,1988,1,high_school
IND,Texas,1988,4,high_school
IND,California,1988,10,high_school
IND,Michigan,1988,2,high_school
IND,Illinois,1988,2,high_school
IND,New Jersey,1988,1,high_school
IND,Mississippi,1988,1,high_school
IND,Ohio,1988,1,high_school
IND,Louisiana,1988,4,high_school
IND,Minnesota,1988,1,high_school
IND,Washington,1988,1,high_school
IND,Alabama,1988,5,high_school
IND,Florida,1988,4,high_school
IND,New York,1988,1,high_school
IND,Arizona,1988,1,high_school
IND,Oklahoma,1988,1,high_school
IND,Maryland,1988,2,high_school
IND,Colorado,1988,1,high_school
IND,Georgia,1988,1,high_school
IND,Pennsylvania,1988,1,high_school
IND,North Carolina,1988,1,high_school
IND,Massachusetts,1988,1,high_school
IND,Kansas,1989,1,birth
IND,California,1989,6,birth
IND,Michigan,1989,1,birth
IND,Illinois,1989,2,birth
IND,New Jersey,1989,1,birth
IND,North Carolina,1989,1,birth
IND,Alabama,1989,4,birth
IND,Texas,1989,5,birth
IND,New York,1989,2,birth
IND,Louisiana,1989,7,birth
IND,Minnesota,1989,2,birth
IND,Washington,1989,1,birth
IND,Oregon,1989,1,birth
IND,Wisconsin,1989,1,birth
IND,Florida,1989,4,birth
IND,Oklahoma,1989,1,birth
IND,Pennsylvania,1989,2,birth
IND,Connecticut,1989,1,birth
IND,Colorado,1989,1,birth
IND,Massachusetts,1989,1,birth
IND,Georgia,1989,1,birth
IND,Mississippi,1989,1,birth
IND,Texas,1989,6,high_school
IND,California,1989,6,high_school
IND,Michigan,1989,1,high_school
IND,Illinois,1989,2,high_school
IND,New Jersey,1989,1,high_school
IND,Arizona,1989,1,high_school
IND,New York,1989,1,high_school
IND,Louisiana,1989,6,high_school
IND,Minnesota,1989,1,high_school
IND,Washington,1989,1,high_school
IND,Wisconsin,1989,1,high_school
IND,Florida,1989,5,high_school
IND,Georgia,1989,1,high_school
IND,Alabama,1989,4,high_school
IND,Pennsylvania,1989,2,high_school
IND,Maryland,1989,1,high_school
IND,Colorado,1989,1,high_school
IND,North Carolina,1989,1,high_school
IND,Massachusetts,1989,1,high_school
IND,Mississippi,1989,1,high_school
IND,Illinois,2010,3,birth
IND,Indiana,2010,1,birth
IND,Michigan,2010,2,birth
IND,Kentucky,2010,1,birth
IND,Arizona,2010,1,birth
IND,Connecticut,2010,2,birth
IND,South Carolina,2010,1,birth
IND,Maryland,2010,2,birth
IND,Texas,2010,10,birth
IND,North Carolina,2010,2,birth
IND,Florida,2010,6,birth
IND,Georgia,2010,4,birth
IND,Pennsylvania,2010,3,birth
IND,South Dakota,2010,2,birth
IND,Mississippi,2010,2,birth
IND,Minnesota,2010,1,birth
IND,Hawaii,2010,2,birth
IND,Tennessee,2010,2,birth
IND,Ohio,2010,2,birth
IND,Iowa,2010,2,birth
IND,Missouri,2010,1,birth
IND,Alabama,2010,1,birth
IND,California,2010,3,birth
IND,Louisiana,2010,3,birth
IND,New York,2010,1,birth
IND,Kansas,2010,1,birth
IND,New Jersey,2010,3,birth
IND,Colorado,2010,1,birth
IND,Virginia,2010,1,birth
IND,Illinois,2010,3,high_school
IND,Indiana,2010,1,high_school
IND,Michigan,2010,2,high_school
IND,Kentucky,2010,1,high_school
IND,Arizona,2010,1,high_school
IND,Connecticut,2010,2,high_school
IND,Georgia,2010,5,high_school
IND,Maryland,2010,1,high_school
IND,Texas,2010,10,high_school
IND,North Carolina,2010,2,high_school
IND,Florida,2010,4,high_school
IND,Pennsylvania,2010,3,high_school
IND,South Dakota,2010,1,high_school
IND,Mississippi,2010,2,high_school
IND,Minnesota,2010,1,high_school
IND,Hawaii,2010,2,high_school
IND,Tennessee,2010,2,high_school
IND,Virginia,2010,1,high_school
IND,Ohio,2010,2,high_school
IND,Iowa,2010,3,high_school
IND,Missouri,2010,1,high_school
IND,Alabama,2010,1,high_school
IND,California,2010,3,high_school
IND,Louisiana,2010,3,high_school
IND,New York,2010,1,high_school
IND,Kansas,2010,1,high_school
IND,New Jersey,2010,3,high_school
IND,Ohio,1985,3,birth
IND,California,1985,5,birth
IND,Oklahoma,1985,1,birth
IND,Texas,1985,4,birth
IND,Illinois,1985,2,birth
IND,Florida,1985,6,birth
IND,South Carolina,1985,1,birth
IND,Mississippi,1985,2,birth
IND,Minnesota,1985,2,birth
IND,Oregon,1985,1,birth
IND,Iowa,1985,1,birth
IND,Virginia,1985,2,birth
IND,Idaho,1985,1,birth
IND,Louisiana,1985,1,birth
IND,Connecticut,1985,1,birth
IND,Michigan,1985,1,birth
IND,New York,1985,1,birth
IND,Colorado,1985,1,birth
IND,Arizona,1985,1,birth
IND,North Carolina,1985,1,birth
IND,Georgia,1985,2,birth
IND,Maryland,1985,1,birth
IND,Washington,1985,1,birth
IND,Massachusetts,1985,1,birth
IND,Ohio,1985,3,high_school
IND,California,1985,2,high_school
IND,Oklahoma,1985,1,high_school
IND,Illinois,1985,1,high_school
IND,Florida,1985,6,high_school
IND,New Jersey,1985,1,high_school
IND,Mississippi,1985,2,high_school
IND,Minnesota,1985,2,high_school
IND,Washington,1985,1,high_school
IND,Texas,1985,4,high_school
IND,Colorado,1985,1,high_school
IND,Virginia,1985,2,high_school
IND,Wisconsin,1985,1,high_school
IND,Idaho,1985,1,high_school
IND,Louisiana,1985,1,high_school
IND,Connecticut,1985,1,high_school
IND,Michigan,1985,1,high_school
IND,New York,1985,1,high_school
IND,Georgia,1985,2,high_school
IND,Arizona,1985,1,high_school
IND,North Carolina,1985,1,high_school
IND,Pennsylvania,1985,1,high_school
IND,Maryland,1985,1,high_school
IND,Massachusetts,1985,1,high_school
CAR,California,1995,1,birth
CAR,Louisiana,1995,2,birth
CAR,Missouri,1995,2,birth
CAR,Minnesota,1995,2,birth
CAR,Georgia,1995,8,birth
CAR,Illinois,1995,5,birth
CAR,Texas,1995,4,birth
CAR,New York,1995,1,birth
CAR,Michigan,1995,3,birth
CAR,North Carolina,1995,5,birth
CAR,Alabama,1995,3,birth
CAR,Kansas,1995,1,birth
CAR,Oregon,1995,1,birth
CAR,Ohio,1995,1,birth
CAR,New Jersey,1995,1,birth
CAR,Pennsylvania,1995,3,birth
CAR,Indiana,1995,2,birth
CAR,Delaware,1995,1,birth
CAR,Florida,1995,2,birth
CAR,Mississippi,1995,1,birth
CAR,Maryland,1995,1,birth
CAR,Arizona,1995,1,birth
CAR,Tennessee,1995,1,birth
CAR,South Carolina,1995,1,birth
CAR,California,1995,2,high_school
CAR,Louisiana,1995,2,high_school
CAR,Missouri,1995,2,high_school
CAR,Minnesota,1995,1,high_school
CAR,Georgia,1995,7,high_school
CAR,Florida,1995,1,high_school
CAR,Texas,1995,5,high_school
CAR,Pennsylvania,1995,3,high_school
CAR,Illinois,1995,6,high_school
CAR,Michigan,1995,3,high_school
CAR,North Carolina,1995,5,high_school
CAR,Alabama,1995,4,high_school
CAR,Kansas,1995,1,high_school
CAR,Nevada,1995,1,high_school
CAR,Oregon,1995,1,high_school
CAR,Ohio,1995,1,high_school
CAR,New Jersey,1995,1,high_school
CAR,Indiana,1995,2,high_school
CAR,Delaware,1995,1,high_school
CAR,Arizona,1995,1,high_school
CAR,Mississippi,1995,1,high_school
CAR,Maryland,1995,1,high_school
CAR,South Carolina,1995,1,high_school
CAR,Louisiana,1996,3,birth
CAR,Minnesota,1996,2,birth
CAR,Georgia,1996,6,birth
CAR,New York,1996,1,birth
CAR,Illinois,1996,4,birth
CAR,Texas,1996,4,birth
CAR,North Carolina,1996,3,birth
CAR,California,1996,2,birth
CAR,Michigan,1996,1,birth
CAR,Alabama,1996,3,birth
CAR,Oregon,1996,1,birth
CAR,Ohio,1996,1,birth
CAR,Pennsylvania,1996,2,birth
CAR,Kansas,1996,1,birth
CAR,New Jersey,1996,2,birth
CAR,Indiana,1996,3,birth
CAR,Delaware,1996,1,birth
CAR,Mississippi,1996,1,birth
CAR,Florida,1996,1,birth
CAR,Maryland,1996,1,birth
CAR,Arizona,1996,2,birth
CAR,Tennessee,1996,1,birth
CAR,South Carolina,1996,1,birth
CAR,Louisiana,1996,3,high_school
CAR,Minnesota,1996,2,high_school
CAR,Georgia,1996,5,high_school
CAR,Illinois,1996,2,high_school
CAR,California,1996,3,high_school
CAR,Texas,1996,6,high_school
CAR,Arizona,1996,2,high_school
CAR,North Carolina,1996,3,high_school
CAR,Michigan,1996,1,high_school
CAR,Alabama,1996,4,high_school
CAR,Oregon,1996,1,high_school
CAR,Ohio,1996,1,high_school
CAR,Pennsylvania,1996,3,high_school
CAR,New Jersey,1996,1,high_school
CAR,Indiana,1996,3,high_school
CAR,New York,1996,1,high_school
CAR,Delaware,1996,1,high_school
CAR,Kansas,1996,1,high_school
CAR,Mississippi,1996,1,high_school
CAR,Florida,1996,1,high_school
CAR,Maryland,1996,1,high_school
CAR,South Carolina,1996,1,high_school
CAR,Louisiana,1997,3,birth
CAR,Connecticut,1997,1,birth
CAR,Minnesota,1997,1,birth
CAR,Georgia,1997,2,birth
CAR,Tennessee,1997,2,birth
CAR,Florida,1997,2,birth
CAR,Texas,1997,2,birth
CAR,Illinois,1997,1,birth
CAR,Pennsylvania,1997,3,birth
CAR,Michigan,1997,1,birth
CAR,Alabama,1997,4,birth
CAR,Oregon,1997,1,birth
CAR,Ohio,1997,2,birth
CAR,New Jersey,1997,2,birth
CAR,Indiana,1997,2,birth
CAR,New York,1997,3,birth
CAR,California,1997,2,birth
CAR,Kansas,1997,1,birth
CAR,Mississippi,1997,2,birth
CAR,North Carolina,1997,2,birth
CAR,Maryland,1997,1,birth
CAR,Arizona,1997,2,birth
CAR,South Carolina,1997,1,birth
CAR,Louisiana,1997,3,high_school
CAR,Connecticut,1997,1,high_school
CAR,Minnesota,1997,1,high_school
CAR,Georgia,1997,2,high_school
CAR,Tennessee,1997,1,high_school
CAR,Florida,1997,3,high_school
CAR,Texas,1997,4,high_school
CAR,California,1997,3,high_school
CAR,Pennsylvania,1997,4,high_school
CAR,Arizona,1997,2,high_school
CAR,Michigan,1997,1,high_school
CAR,Alabama,1997,4,high_school
CAR,Oregon,1997,1,high_school
CAR,Ohio,1997,2,high_school
CAR,New Jersey,1997,2,high_school
CAR,Indiana,1997,2,high_school
CAR,New York,1997,2,high_school
CAR,Kansas,1997,1,high_school
CAR,Mississippi,1997,2,high_school
CAR,North Carolina,1997,2,high_school
CAR,Illinois,1997,1,high_school
CAR,Maryland,1997,1,high_school
CAR,Oklahoma,1997,1,high_school
CAR,South Carolina,1997,1,high_school
CAR,Texas,1998,6,birth
CAR,Arizona,1998,2,birth
CAR,California,1998,3,birth
CAR,Connecticut,1998,1,birth
CAR,New York,1998,2,birth
CAR,Georgia,1998,2,birth
CAR,Tennessee,1998,1,birth
CAR,Louisiana,1998,2,birth
CAR,Nebraska,1998,1,birth
CAR,Alabama,1998,3,birth
CAR,Pennsylvania,1998,2,birth
CAR,Florida,1998,2,birth
CAR,Minnesota,1998,2,birth
CAR,Michigan,1998,2,birth
CAR,Colorado,1998,1,birth
CAR,Ohio,1998,2,birth
CAR,New Jersey,1998,2,birth
CAR,Wisconsin,1998,1,birth
CAR,Indiana,1998,1,birth
CAR,North Carolina,1998,2,birth
CAR,Kansas,1998,1,birth
CAR,Mississippi,1998,2,birth
CAR,South Carolina,1998,2,birth
CAR,Texas,1998,5,high_school
CAR,Arizona,1998,3,high_school
CAR,California,1998,4,high_school
CAR,Connecticut,1998,1,high_school
CAR,New York,1998,1,high_school
CAR,Georgia,1998,2,high_school
CAR,Illinois,1998,1,high_school
CAR,Tennessee,1998,2,high_school
CAR,Louisiana,1998,2,high_school
CAR,Alabama,1998,3,high_school
CAR,Pennsylvania,1998,3,high_school
CAR,Minnesota,1998,2,high_school
CAR,Wisconsin,1998,1,high_school
CAR,Washington,1998,1,high_school
CAR,Michigan,1998,1,high_school
CAR,Nebraska,1998,1,high_school
CAR,Colorado,1998,1,high_school
CAR,Ohio,1998,2,high_school
CAR,New Jersey,1998,2,high_school
CAR,Florida,1998,2,high_school
CAR,Indiana,1998,1,high_school
CAR,North Carolina,1998,2,high_school
CAR,Kansas,1998,1,high_school
CAR,Mississippi,1998,2,high_school
CAR,Kentucky,1998,1,high_school
CAR,South Carolina,1998,2,high_school
CAR,Oklahoma,1998,1,high_school
CAR,Kentucky,1999,1,birth
CAR,Ohio,1999,2,birth
CAR,California,1999,5,birth
CAR,Louisiana,1999,5,birth
CAR,New York,1999,3,birth
CAR,Georgia,1999,2,birth
CAR,Tennessee,1999,2,birth
CAR,Florida,1999,3,birth
CAR,Pennsylvania,1999,3,birth
CAR,Nebraska,1999,1,birth
CAR,Alabama,1999,2,birth
CAR,Texas,1999,2,birth
CAR,Michigan,1999,2,birth
CAR,North Carolina,1999,2,birth
CAR,New Jersey,1999,1,birth
CAR,Indiana,1999,1,birth
CAR,Mississippi,1999,2,birth
CAR,Washington,1999,1,birth
CAR,Missouri,1999,1,birth
CAR,Arizona,1999,2,birth
CAR,Hawaii,1999,1,birth
CAR,Connecticut,1999,1,birth
CAR,South Carolina,1999,1,birth
CAR,Kentucky,1999,1,high_school
CAR,Arizona,1999,2,high_school
CAR,Texas,1999,2,high_school
CAR,California,1999,2,high_school
CAR,Louisiana,1999,5,high_school
CAR,New York,1999,2,high_school
CAR,Georgia,1999,2,high_school
CAR,Illinois,1999,1,high_school
CAR,Tennessee,1999,3,high_school
CAR,Florida,1999,3,high_school
CAR,Pennsylvania,1999,3,high_school
CAR,Alabama,1999,2,high_school
CAR,Wisconsin,1999,1,high_school
CAR,Michigan,1999,1,high_school
CAR,North Carolina,1999,2,high_school
CAR,New Jersey,1999,2,high_school
CAR,Indiana,1999,1,high_school
CAR,Ohio,1999,2,high_school
CAR,Mississippi,1999,2,high_school
CAR,Virginia,1999,1,high_school
CAR,Missouri,1999,1,high_school
CAR,Oklahoma,1999,1,high_school
CAR,Connecticut,1999,1,high_school
CAR,South Carolina,1999,1,high_school
CAR,Kentucky,2000,1,birth
CAR,Ohio,2000,1,birth
CAR,Connecticut,2000,2,birth
CAR,California,2000,3,birth
CAR,Louisiana,2000,4,birth
CAR,Florida,2000,2,birth
CAR,Nebraska,2000,1,birth
CAR,Mississippi,2000,4,birth
CAR,Texas,2000,1,birth
CAR,Georgia,2000,3,birth
CAR,New York,2000,2,birth
CAR,Missouri,2000,2,birth
CAR,Michigan,2000,1,birth
CAR,South Carolina,2000,2,birth
CAR,North Carolina,2000,4,birth
CAR,Alabama,2000,3,birth
CAR,New Jersey,2000,1,birth
CAR,Tennessee,2000,2,birth
CAR,Pennsylvania,2000,2,birth
CAR,Arizona,2000,1,birth
CAR,Virginia,2000,1,birth
CAR,Kentucky,2000,1,high_school
CAR,Arizona,2000,1,high_school
CAR,Connecticut,2000,2,high_school
CAR,California,2000,6,high_school
CAR,Louisiana,2000,3,high_school
CAR,Florida,2000,2,high_school
CAR,Texas,2000,1,high_school
CAR,Mississippi,2000,4,high_school
CAR,Wisconsin,2000,1,high_school
CAR,Georgia,2000,3,high_school
CAR,New York,2000,1,high_school
CAR,Missouri,2000,2,high_school
CAR,South Carolina,2000,2,high_school
CAR,Michigan,2000,1,high_school
CAR,North Carolina,2000,4,high_school
CAR,Alabama,2000,3,high_school
CAR,New Jersey,2000,2,high_school
CAR,Tennessee,2000,2,high_school
CAR,Pennsylvania,2000,3,high_school
CAR,Virginia,2000,1,high_school
CAR,Oklahoma,2000,1,high_school
CAR,Ohio,2000,1,high_school
CAR,Kentucky,2001,1,birth
CAR,North Carolina,2001,4,birth
CAR,California,2001,6,birth
CAR,Georgia,2001,4,birth
CAR,Missouri,2001,2,birth
CAR,Florida,2001,4,birth
CAR,Ohio,2001,1,birth
CAR,Minnesota,2001,1,birth
CAR,Arizona,2001,1,birth
CAR,Pennsylvania,2001,3,birth
CAR,Michigan,2001,2,birth
CAR,South Carolina,2001,2,birth
CAR,New Jersey,2001,2,birth
CAR,Virginia,2001,2,birth
CAR,Tennessee,2001,1,birth
CAR,Louisiana,2001,4,birth
CAR,Mississippi,2001,3,birth
CAR,Alabama,2001,2,birth
CAR,New York,2001,1,birth
CAR,Texas,2001,1,birth
CAR,Connecticut,2001,1,birth
CAR,Kentucky,2001,1,high_school
CAR,Texas,2001,1,high_school
CAR,North Carolina,2001,4,high_school
CAR,California,2001,6,high_school
CAR,Georgia,2001,4,high_school
CAR,Florida,2001,2,high_school
CAR,Minnesota,2001,1,high_school
CAR,Arizona,2001,1,high_school
CAR,Pennsylvania,2001,4,high_school
CAR,Wisconsin,2001,1,high_school
CAR,Missouri,2001,2,high_school
CAR,Michigan,2001,2,high_school
CAR,South Carolina,2001,2,high_school
CAR,New Jersey,2001,2,high_school
CAR,Virginia,2001,2,high_school
CAR,Tennessee,2001,1,high_school
CAR,Louisiana,2001,3,high_school
CAR,Ohio,2001,1,high_school
CAR,Mississippi,2001,3,high_school
CAR,Alabama,2001,2,high_school
CAR,New York,2001,1,high_school
CAR,Oklahoma,2001,1,high_school
CAR,Connecticut,2001,1,high_school
CAR,Colorado,2013,1,birth
CAR,Ohio,2013,3,birth
CAR,Montana,2013,1,birth
CAR,Indiana,2013,1,birth
CAR,Wisconsin,2013,2,birth
CAR,South Carolina,2013,3,birth
CAR,Texas,2013,7,birth
CAR,Oregon,2013,2,birth
CAR,California,2013,7,birth
CAR,Georgia,2013,4,birth
CAR,Washington,2013,1,birth
CAR,Arizona,2013,2,birth
CAR,Tennessee,2013,1,birth
CAR,Alabama,2013,3,birth
CAR,Florida,2013,1,birth
CAR,New Jersey,2013,1,birth
CAR,Louisiana,2013,1,birth
CAR,Missouri,2013,2,birth
CAR,Arkansas,2013,1,birth
CAR,Pennsylvania,2013,1,birth
CAR,Illinois,2013,2,birth
CAR,Idaho,2013,1,birth
CAR,North Carolina,2013,1,birth
CAR,Kentucky,2013,1,birth
CAR,Colorado,2013,1,high_school
CAR,Ohio,2013,3,high_school
CAR,Montana,2013,1,high_school
CAR,Indiana,2013,1,high_school
CAR,Wisconsin,2013,2,high_school
CAR,South Carolina,2013,3,high_school
CAR,Texas,2013,7,high_school
CAR,Oregon,2013,1,high_school
CAR,California,2013,7,high_school
CAR,Georgia,2013,5,high_school
CAR,Washington,2013,1,high_school
CAR,Arizona,2013,2,high_school
CAR,Kentucky,2013,1,high_school
CAR,Tennessee,2013,1,high_school
CAR,Alabama,2013,3,high_school
CAR,Florida,2013,1,high_school
CAR,New Jersey,2013,1,high_school
CAR,Missouri,2013,2,high_school
CAR,Arkansas,2013,1,high_school
CAR,Louisiana,2013,1,high_school
CAR,Pennsylvania,2013,1,high_school
CAR,Illinois,2013,2,high_school
CAR,Idaho,2013,1,high_school
CAR,North Carolina,2013,1,high_school
CAR,Ohio,2015,4,birth
CAR,Montana,2015,1,birth
CAR,Indiana,2015,1,birth
CAR,Wisconsin,2015,2,birth
CAR,Alabama,2015,4,birth
CAR,Nevada,2015,1,birth
CAR,Texas,2015,5,birth
CAR,California,2015,6,birth
CAR,Florida,2015,1,birth
CAR,South Dakota,2015,1,birth
CAR,Oregon,2015,3,birth
CAR,Georgia,2015,5,birth
CAR,Washington,2015,1,birth
CAR,Michigan,2015,1,birth
CAR,Connecticut,2015,1,birth
CAR,Arizona,2015,2,birth
CAR,New York,2015,1,birth
CAR,Pennsylvania,2015,2,birth
CAR,New Jersey,2015,1,birth
CAR,South Carolina,2015,1,birth
CAR,Maryland,2015,1,birth
CAR,North Carolina,2015,1,birth
CAR,Tennessee,2015,1,birth
CAR,Missouri,2015,1,birth
CAR,Illinois,2015,1,birth
CAR,Mississippi,2015,1,birth
CAR,Louisiana,2015,1,birth
CAR,Ohio,2015,4,high_school
CAR,Montana,2015,1,high_school
CAR,Indiana,2015,1,high_school
CAR,Wisconsin,2015,2,high_school
CAR,Alabama,2015,4,high_school
CAR,Nevada,2015,1,high_school
CAR,Texas,2015,1,high_school
CAR,California,2015,7,high_school
CAR,Florida,2015,1,high_school
CAR,Iowa,2015,1,high_school
CAR,Oregon,2015,3,high_school
CAR,Georgia,2015,4,high_school
CAR,Washington,2015,1,high_school
CAR,Michigan,2015,1,high_school
CAR,Connecticut,2015,1,high_school
CAR,Arizona,2015,2,high_school
CAR,Pennsylvania,2015,2,high_school
CAR,New Jersey,2015,1,high_school
CAR,South Carolina,2015,1,high_school
CAR,Maryland,2015,1,high_school
CAR,Tennessee,2015,1,high_school
CAR,Missouri,2015,1,high_school
CAR,North Carolina,2015,1,high_school
CAR,New York,2015,1,high_school
CAR,Mississippi,2015,1,high_school
CAR,Louisiana,2015,1,high_school
CAR,Texas,2016,6,birth
CAR,Ohio,2016,4,birth
CAR,Indiana,2016,1,birth
CAR,Wisconsin,2016,1,birth
CAR,Nevada,2016,1,birth
CAR,Alabama,2016,3,birth
CAR,California,2016,5,birth
CAR,Florida,2016,5,birth
CAR,Pennsylvania,2016,4,birth
CAR,Oregon,2016,3,birth
CAR,Maryland,2016,1,birth
CAR,Georgia,2016,5,birth
CAR,Washington,2016,1,birth
CAR,Michigan,2016,1,birth
CAR,New Jersey,2016,2,birth
CAR,Mississippi,2016,2,birth
CAR,Connecticut,2016,1,birth
CAR,New York,2016,2,birth
CAR,South Carolina,2016,1,birth
CAR,Arizona,2016,1,birth
CAR,Tennessee,2016,1,birth
CAR,Utah,2016,1,birth
CAR,Missouri,2016,1,birth
CAR,North Carolina,2016,1,birth
CAR,Louisiana,2016,1,birth
CAR,California,2016,5,high_school
CAR,Ohio,2016,4,high_school
CAR,Indiana,2016,1,high_school
CAR,Wisconsin,2016,1,high_school
CAR,Nevada,2016,1,high_school
CAR,Texas,2016,6,high_school
CAR,Alabama,2016,3,high_school
CAR,Florida,2016,5,high_school
CAR,Pennsylvania,2016,4,high_school
CAR,Oregon,2016,3,high_school
CAR,Maryland,2016,1,high_school
CAR,Georgia,2016,5,high_school
CAR,Washington,2016,1,high_school
CAR,Michigan,2016,1,high_school
CAR,New Jersey,2016,2,high_school
CAR,Mississippi,2016,2,high_school
CAR,Connecticut,2016,1,high_school
CAR,New York,2016,2,high_school
CAR,South Carolina,2016,1,high_school
CAR,Arizona,2016,1,high_school
CAR,Tennessee,2016,1,high_school
CAR,Utah,2016,1,high_school
CAR,Missouri,2016,1,high_school
CAR,North Carolina,2016,1,high_school
CAR,Louisiana,2016,1,high_school
CAR,Ohio,2017,3,birth
CAR,Indiana,2017,1,birth
CAR,New Jersey,2017,3,birth
CAR,Nevada,2017,1,birth
CAR,Texas,2017,4,birth
CAR,Colorado,2017,1,birth
CAR,California,2017,5,birth
CAR,Oregon,2017,2,birth
CAR,New York,2017,2,birth
CAR,Georgia,2017,3,birth
CAR,Washington,2017,1,birth
CAR,Michigan,2017,1,birth
CAR,Mississippi,2017,1,birth
CAR,North Carolina,2017,2,birth
CAR,Alabama,2017,4,birth
CAR,Florida,2017,2,birth
CAR,Pennsylvania,2017,2,birth
CAR,Kansas,2017,1,birth
CAR,Arizona,2017,1,birth
CAR,Utah,2017,1,birth
CAR,Louisiana,2017,1,birth
CAR,Ohio,2017,3,high_school
CAR,Indiana,2017,1,high_school
CAR,New Jersey,2017,3,high_school
CAR,Nevada,2017,1,high_school
CAR,Texas,2017,4,high_school
CAR,Colorado,2017,1,high_school
CAR,California,2017,8,high_school
CAR,Oregon,2017,2,high_school
CAR,New York,2017,2,high_school
CAR,Georgia,2017,3,high_school
CAR,Washington,2017,1,high_school
CAR,Michigan,2017,1,high_school
CAR,Mississippi,2017,1,high_school
CAR,North Carolina,2017,2,high_school
CAR,Alabama,2017,4,high_school
CAR,Florida,2017,2,high_school
CAR,Pennsylvania,2017,2,high_school
CAR,Missouri,2017,1,high_school
CAR,Kansas,2017,1,high_school
CAR,Arizona,2017,1,high_school
CAR,Utah,2017,1,high_school
CAR,Louisiana,2017,1,high_school
CAR,Colorado,2012,1,birth
CAR,Ohio,2012,3,birth
CAR,Georgia,2012,4,birth
CAR,Montana,2012,1,birth
CAR,Arizona,2012,3,birth
CAR,California,2012,9,birth
CAR,New Jersey,2012,2,birth
CAR,Connecticut,2012,1,birth
CAR,Indiana,2012,1,birth
CAR,Texas,2012,7,birth
CAR,Florida,2012,3,birth
CAR,Oregon,2012,2,birth
CAR,Nevada,2012,1,birth
CAR,Massachusetts,2012,1,birth
CAR,Washington,2012,1,birth
CAR,North Carolina,2012,1,birth
CAR,Illinois,2012,1,birth
CAR,New York,2012,2,birth
CAR,Tennessee,2012,1,birth
CAR,Alabama,2012,2,birth
CAR,Hawaii,2012,1,birth
CAR,Arkansas,2012,2,birth
CAR,South Carolina,2012,2,birth
CAR,Louisiana,2012,1,birth
CAR,Idaho,2012,1,birth
CAR,Wisconsin,2012,1,birth
CAR,Pennsylvania,2012,1,birth
CAR,Colorado,2012,1,high_school
CAR,Ohio,2012,2,high_school
CAR,Georgia,2012,7,high_school
CAR,Montana,2012,1,high_school
CAR,Arizona,2012,3,high_school
CAR,California,2012,7,high_school
CAR,New Jersey,2012,2,high_school
CAR,Connecticut,2012,1,high_school
CAR,Mississippi,2012,1,high_school
CAR,Texas,2012,8,high_school
CAR,Florida,2012,3,high_school
CAR,Oregon,2012,2,high_school
CAR,Nevada,2012,1,high_school
CAR,Washington,2012,1,high_school
CAR,Nebraska,2012,1,high_school
CAR,Kentucky,2012,1,high_school
CAR,New York,2012,1,high_school
CAR,Tennessee,2012,1,high_school
CAR,Alabama,2012,2,high_school
CAR,Hawaii,2012,1,high_school
CAR,Arkansas,2012,2,high_school
CAR,South Carolina,2012,3,high_school
CAR,Virginia,2012,1,high_school
CAR,Louisiana,2012,1,high_school
CAR,Idaho,2012,1,high_school
CAR,Illinois,2012,1,high_school
CAR,Wisconsin,2012,1,high_school
CAR,Pennsylvania,2012,1,high_school
CAR,Virginia,2005,1,birth
